"ts","mean.r2","sd.r2","mean.rRMSE","sd.rRMSE","num"
60,0.106142824591074,0.112079541848232,0.549955320391211,0.206859562595567,387
59,0.10775148640102,0.11272004734934,0.549017070072709,0.20624296390451,387
58,0.109026764801952,0.113601295032765,0.549498672730506,0.204786858887519,389
57,0.111193273325345,0.11454554645507,0.55154914941185,0.204204893674204,388
56,0.112112476472362,0.115496181155344,0.550706074367604,0.203262042473583,392
55,0.11269017556796,0.116406621099436,0.549947088493068,0.201660646609082,397
54,0.114166096879271,0.117506833869576,0.549674186420387,0.200173260922384,399
53,0.114919281118629,0.118583360999304,0.548560093055468,0.198808426416516,404
52,0.11675911065147,0.11972569789998,0.549890284567659,0.198462277804561,405
51,0.118329638271519,0.120817220619289,0.549187143973226,0.197565966525634,407
50,0.119301724066262,0.12178466147408,0.549129095643071,0.196082786321059,411
49,0.120810914866678,0.122835495123815,0.548439828600758,0.195074290383683,413
48,0.122383128122307,0.12391012777821,0.548185386522976,0.194040066599322,415
47,0.124679456220035,0.125119482655507,0.547463881448553,0.193244518621473,415
46,0.125645494610759,0.126467256773065,0.545911791298617,0.191630916479005,420
45,0.12701658452794,0.128072001742998,0.54543125990594,0.190021985873321,424
44,0.128082805590749,0.129483053955145,0.546101508265344,0.187740024969943,429
43,0.131035036053712,0.130833524133488,0.545421977195225,0.186621054131993,428
42,0.132520616743304,0.132299616744381,0.544071009679221,0.185532709004433,432
41,0.133263870034111,0.133653080474378,0.542400856968985,0.184040211683959,438
40,0.135900137674041,0.13512883616219,0.542368108637219,0.183213801381441,438
39,0.137915685680142,0.136548455661389,0.542482026705024,0.182756443730235,440
38,0.139158612826805,0.137795991394495,0.543097237676456,0.18251684921342,444
37,0.141239725716149,0.139038914882762,0.541798122773429,0.181804941537818,445
36,0.143338999797666,0.140324451948384,0.542660142431577,0.18128033644942,446
35,0.144551513704993,0.141472475359932,0.541015506576989,0.180295430508034,450
34,0.145365282651769,0.14240359796718,0.540081417298224,0.179390275011179,455
33,0.148193052061844,0.143313362942561,0.53943230706216,0.178532921072803,453
32,0.149727699768676,0.144349018352665,0.538733189020813,0.177651905248299,455
31,0.15047624811576,0.145407483674169,0.537062700381497,0.177256437148293,459
30,0.152146777219976,0.146692557938554,0.536091973827135,0.176760602153479,460
29,0.152566220975533,0.147878167708581,0.535180266902248,0.176049233118015,465
28,0.153310574269655,0.148435840634161,0.533962796445167,0.176182395191615,468
27,0.154954386796108,0.149251853465305,0.535003569042185,0.175475464813105,468
26,0.155607402063259,0.150302065338601,0.534164963527714,0.174751247359674,472
25,0.157167716612902,0.151331461336494,0.53437771553018,0.173492755392832,473
24,0.157625538399764,0.152320312854143,0.534232662012863,0.172716427698687,477
23,0.159204042630733,0.153180325728144,0.53443545355995,0.172937096500525,477
22,0.157537155677098,0.154147605026405,0.532644262211531,0.172246144689883,486
21,0.158226956331567,0.155022119899287,0.532888657575778,0.171967279916118,488
20,0.159937514679008,0.155666277332345,0.534433505592359,0.171555710119144,487
19,0.159329771697701,0.155839118347087,0.533442180111801,0.172093690876042,491
18,0.157809806680528,0.15503160653108,0.533995078211569,0.171789905782638,496
17,0.156933552005893,0.153908616257316,0.536176651624886,0.171944727856377,498
16,0.157005813730173,0.152583579025577,0.538032127005535,0.173991678940122,497
15,0.15569982265055,0.150649232068531,0.535898023655241,0.175219336099589,499
14,0.153552922760741,0.148762573915775,0.536841631374999,0.176967269632618,501
13,0.15060415764296,0.146910870182173,0.53729054659392,0.179243972036644,504
12,0.148099204692293,0.145292442684092,0.537926547295283,0.181023487542805,504
11,0.144202687926716,0.143347704447989,0.539080048065019,0.184399714643058,507
10,0.140681149035264,0.141094286054942,0.539839165318047,0.187690864251199,506
9,0.135865550723618,0.136659176982555,0.541870393334041,0.190823760998564,504
8,0.130163796369736,0.132703444817855,0.544022142150099,0.192148067104061,503
7,0.124953731578505,0.129155716513579,0.546924285171308,0.196443615062161,497
6,0.118356102646219,0.125336322358934,0.550683852272075,0.20199275215333,496
5,0.109931267059648,0.119272592022394,0.556886381530242,0.205908285832549,496
4,0.101681001692991,0.113830973785874,0.560545224377315,0.216426033760264,488
3,0.090847804160862,0.10619644460676,0.563824718225409,0.217455543745346,473
2,0.0784435689398181,0.097580050141827,0.571216720071488,0.229200947894329,448
