"ts","mean.r2","sd.r2","mean.rRMSE","sd.rRMSE","num"
60,0.118096044896841,0.125701707003687,0.380593135330206,0.240857164290207,256
59,0.117809700217774,0.125074691171244,0.380435498739032,0.242299042990652,255
58,0.115476928232424,0.124459032776775,0.383721909864069,0.244700117129738,259
57,0.115350260028171,0.124369408337725,0.383552640544374,0.246169469316848,258
56,0.114911837027523,0.12407921331155,0.384102317361665,0.247564154541595,258
55,0.113493818487756,0.123604523473178,0.387749478037384,0.250525637439147,260
54,0.113181252643028,0.123080056686466,0.386787025862952,0.250485702651138,259
53,0.113280101027539,0.12271329652579,0.387234184570566,0.253205702017251,257
52,0.112388239806118,0.122496828213677,0.388480562358889,0.254795692568385,258
51,0.111399791295312,0.121949823701433,0.391373810622885,0.256487056142086,259
50,0.110486496788353,0.12147540152948,0.392221137841847,0.257304252113286,260
49,0.109547360435485,0.120961109597702,0.393092484530502,0.258188596305733,261
48,0.109334322914696,0.120409211344055,0.393691417670833,0.259815661375508,260
47,0.108396873874777,0.119702656489744,0.393530887468897,0.26090734832882,261
46,0.109178113743732,0.119356135289358,0.393790245725527,0.263747348788266,258
45,0.107462574367708,0.118615273519952,0.394611731196695,0.264661578808654,261
44,0.107935211636229,0.118603081306845,0.392057054037989,0.263401656645531,259
43,0.10720729433274,0.1185473404939,0.394470348129682,0.265823891702699,260
42,0.106837141653867,0.118597278471961,0.394735820041996,0.266885523838804,260
41,0.106485802882674,0.118637480495986,0.396101353679351,0.268081471387668,260
40,0.105094348817597,0.118539042331049,0.395048418970639,0.268632627206877,263
39,0.105211541952844,0.118697958866379,0.397526773589619,0.270359002088062,263
38,0.105238804747737,0.118840986831341,0.40055083873131,0.272461202734564,263
37,0.105836806310265,0.118836598853501,0.39919210799335,0.273445244146797,261
36,0.10472582204088,0.118228289447241,0.401558116151225,0.274549085299928,263
35,0.104454135742684,0.117239554981844,0.401940585448133,0.27679493189121,263
34,0.104375074232761,0.116920140230734,0.402475739906892,0.279260413743101,263
33,0.104699009800088,0.116882995091294,0.402271733532883,0.281103601252494,262
32,0.104321790015815,0.116380618710255,0.405998993562016,0.286172827070766,263
31,0.103490667406112,0.115985976492893,0.404936401486604,0.285081091112009,265
30,0.102437358661351,0.115934943779801,0.403077057694216,0.284878011005472,268
29,0.103985280206279,0.116735825075343,0.402017104003359,0.28518158016106,265
28,0.104125074501954,0.117156538436589,0.404110336419505,0.287626299260237,265
27,0.104266993122569,0.117369370645371,0.403677329228449,0.288059171534759,264
26,0.10346196967105,0.116715161709079,0.403426579088032,0.289410062740333,264
25,0.102365781266458,0.116036840539006,0.408698932792436,0.295949198413127,265
24,0.10020415681929,0.115364728505326,0.409552211068193,0.295700675211444,269
23,0.101568032795431,0.115338317524736,0.406831952524823,0.29476344377991,264
22,0.100141736283626,0.115169781800636,0.408949441466306,0.297949936269384,267
21,0.0998543880018643,0.114785480518231,0.411077237901181,0.300152458352477,267
20,0.0991687891026238,0.113779274450157,0.410842575236271,0.301217222199256,267
19,0.098380894892808,0.113185592504667,0.410708454548077,0.302718347910434,267
18,0.0985527459330573,0.113617568840684,0.412293596383649,0.30335154074406,268
17,0.098508458060039,0.112597782800815,0.414536621942058,0.30376707207131,268
16,0.100096248238307,0.111833967474695,0.421606955889197,0.309282336530831,264
15,0.101207063641744,0.111108462905633,0.42141085780517,0.309532782914441,261
14,0.100601532746576,0.110226772973512,0.41699174072699,0.304497881772361,261
13,0.100415124877448,0.110008357021358,0.417089404699879,0.303535464484181,261
12,0.100556051439683,0.111140622366764,0.417295550866684,0.303119191235915,261
11,0.100832230967468,0.111962755690909,0.424460765556215,0.308438362861181,260
10,0.100078140074838,0.112554035190624,0.431160210092133,0.312633801147837,263
9,0.100589603977001,0.110227982275122,0.440698725386399,0.320423192183765,257
8,0.0979963019353715,0.109480685132676,0.443030942819705,0.322490514996636,259
7,0.0952063073605789,0.11084619026867,0.446048828131113,0.327215808395654,261
6,0.092536117446324,0.111456490630074,0.450347512528394,0.332802288149854,263
5,0.0925586034583861,0.114391737483117,0.457323359112545,0.343447018454911,260
4,0.091316176269263,0.109656391990226,0.459020221089915,0.36115175533518,257
3,0.0898692066631597,0.108629830406236,0.472231270191324,0.400500883602148,248
2,0.0794438945897893,0.106808828865319,0.496025980867562,0.462583254130759,249
